DateTime,BatteryV,Microphone,TempC,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
2/5/2025 2:07,4.08,-10,26.13,-0.0278,-0.0244,1.0355,0.07,-2.24,-0.91
2/5/2025 2:07,4.08,-3,26.16,-0.0273,-0.0307,1.0385,0.07,-2.17,-0.98
2/5/2025 2:07,4.08,-9,26.1,-0.0273,-0.0273,1.036,0.35,-2.73,-1.12
2/5/2025 2:07,4.06,-12,26.14,-0.0215,-0.0307,1.0365,0.21,-2.38,-0.91
2/5/2025 2:07,4.08,12,26.14,-0.0273,-0.0249,1.035,0.21,-2.38,-0.84
2/5/2025 2:07,4.07,12,26.12,-0.0259,-0.0268,1.0341,0,-2.24,-0.7
2/5/2025 2:07,4.08,-2,26.16,-0.0259,-0.0254,1.0355,0.28,-2.52,-0.77
2/5/2025 2:07,4.08,5,26.09,-0.0239,-0.0264,1.0331,0.07,-2.38,-0.84
2/5/2025 2:07,4.08,9,26.13,-0.0264,-0.0234,1.035,0,-2.24,-0.91
2/5/2025 2:07,4.09,10,26.18,-0.0273,-0.0273,1.0355,0.28,-2.52,-0.84
2/5/2025 2:07,4.06,7,26.19,-0.0283,-0.0254,1.0341,0,-2.24,-1.05
2/5/2025 2:07,4.06,-16,26.16,-0.0273,-0.0254,1.0326,0.28,-2.45,-0.7
2/5/2025 2:07,4.08,5,26.18,-0.0268,-0.0283,1.035,0,-2.31,-0.7
2/5/2025 2:07,4.07,2,26.18,-0.0268,-0.0254,1.0341,0.21,-2.24,-0.98
2/5/2025 2:07,4.08,-12,26.15,-0.0293,-0.0264,1.0355,0,-2.31,-0.77
2/5/2025 2:07,4.05,-3,26.18,-0.0278,-0.0244,1.035,0.07,-2.31,-0.77
2/5/2025 2:07,4.06,13,26.19,-0.0268,-0.0259,1.0336,0,-2.24,-0.77
2/5/2025 2:07,4.09,-6,26.18,-0.0278,-0.0268,1.036,0.21,-2.38,-0.84
2/5/2025 2:07,4.08,-4,26.14,-0.0264,-0.0283,1.0355,0.49,-2.52,-0.63
2/5/2025 2:07,4.07,-15,26.17,-0.0278,-0.0264,1.0341,0,-2.38,-0.91
2/5/2025 2:07,4.09,0,26.2,-0.0264,-0.0259,1.035,0.14,-2.38,-0.91
2/5/2025 2:07,4.06,-11,26.16,-0.0288,-0.0288,1.0355,0.14,-2.31,-0.77
2/5/2025 2:07,4.1,-8,26.13,-0.0268,-0.0239,1.035,0,-2.24,-0.84
2/5/2025 2:07,4.09,6,26.18,-0.0273,-0.0259,1.0341,0.21,-2.38,-0.63
2/5/2025 2:07,4.08,4,26.14,-0.0268,-0.0268,1.0346,0,-2.24,-0.98
2/5/2025 2:07,4.08,-1,26.18,-0.0273,-0.0254,1.0346,0.07,-2.38,-0.98
2/5/2025 2:07,4.08,-8,26.17,-0.0322,-0.0268,1.037,0,-2.45,-0.91
2/5/2025 2:07,4.05,18,26.15,-0.0268,-0.0264,1.0346,0,-2.38,-0.91
2/5/2025 2:07,4.09,-10,26.18,-0.0205,-0.0224,1.0341,0,-2.17,-0.56
2/5/2025 2:07,4.09,5,26.2,-0.0278,-0.0244,1.0355,0.21,-2.31,-0.91
2/5/2025 2:07,4.06,-12,26.16,-0.0283,-0.0254,1.0346,0.07,-2.31,-0.77
2/5/2025 2:07,4.08,-10,26.21,-0.0288,-0.0244,1.035,0.07,-2.24,-0.98
2/5/2025 2:07,4.08,-4,26.14,-0.0259,-0.0249,1.035,0.14,-2.31,-0.91
2/5/2025 2:07,4.09,17,26.13,-0.0264,-0.0259,1.0346,0.14,-2.38,-0.98
2/5/2025 2:07,4.08,-1,26.2,-0.0293,-0.0259,1.0341,0.21,-2.38,-0.84
2/5/2025 2:07,4.1,-10,26.17,-0.0293,-0.0254,1.0341,0.14,-2.24,-0.7
2/5/2025 2:07,4.05,-8,26.16,-0.0293,-0.0254,1.0331,0.28,-2.38,-0.77
2/5/2025 2:07,4.1,11,26.16,-0.0293,-0.0229,1.0341,0.56,-2.52,-0.7
2/5/2025 2:07,4.09,-9,26.18,-0.0268,-0.0264,1.0346,0.28,-2.45,-0.7
2/5/2025 2:07,4.05,0,26.2,-0.0268,-0.0264,1.0346,0.35,-2.52,-0.7
